gene	in_177_set	named_factor	chromosome	strand	event_type	element_start	element_end	element_length	element_annotation	element_transcript_types	inclusion_junction	skipping_junction	measured_path	both_junctions_annotated	seen_from_both_sides	mean_PSI	PSI_slowest_third	PSI_fastest_third	dPSI_percentage_points	d_logit_per_score_unit	t_prolif	P_prolif	FDR_prolif	d_age_per_decade	FDR_age	d_age_adj_per_decade	FDR_age_adj
GON4L	FALSE	FALSE	chr1	-	unannotated splice site	155661424	155767541	106118	not an annotated exon	""	chr1:155767542-155771066	chr1:155661424-155771066	skipping	FALSE	FALSE	0.498660251200346	0.499485596707819	0.498511184434882	-0.0974412272936764	-0.00209098724900709	-0.525848475718159	0.60012383255301	0.776939914165507	-3.78093798834593e-05	1	-0.000513230539873024	1
GPNMB	FALSE	FALSE	chr7	+	alternative 3' splice site	23266481	23266516	36	coding exon	protein_coding	chr7:23260774-23266480	chr7:23260774-23266516	inclusion	TRUE	FALSE	0.134724403600088	0.1492632097564	0.124498606365547	-2.47646033908523	-0.148391386474801	-2.09520423953662	0.0386050441408855	0.103955467239233	0.020598938999018	0.828078373457571	-0.00878476157323239	1
GPR176	FALSE	FALSE	chr15	-	unannotated splice site	39802255	39805404	3150	not an annotated exon	""	chr15:39805405-39807005	chr15:39802255-39807005	inclusion	TRUE	FALSE	0.0918783675919062	0.0774638800303849	0.10846524948373	3.10013694533447	0.185036803503218	2.30572250430828	0.0231301566064857	0.0711906449037628	-0.0079293419116735	0.983443966831359	0.0320325512857386	0.929960400809207
GPR176	FALSE	FALSE	chr15	-	unannotated splice site	39805220	39807005	1786	not an annotated exon	""	chr15:39802255-39805219	chr15:39802255-39807005	inclusion	TRUE	FALSE	0.13286680685408	0.115304412673535	0.138788999572142	2.34845868986067	0.121514704001199	1.4914336836282	0.138904059194425	0.284585967060386	-0.035256718587228	0.697539468876902	-0.014635114761666	1
GPS1	FALSE	FALSE	chr17	+	alternative 3' splice site	82055162	82055164	3	coding exon	nonsense_mediated_decay;protein_coding;retained_intron	chr17:82054976-82055161	chr17:82054976-82055164	skipping	TRUE	FALSE	0.137607385063688	0.126524690471478	0.15089475285967	2.43700623881923	0.154075018576571	2.03646057374028	0.0442700282155657	0.116896246864238	-0.0255130397879566	0.791643123662757	0.00422438387611556	1
GRHPR	FALSE	FALSE	chr9	+	alternative 5' splice site	37422806	37422833	28	coding exon	protein_coding	chr9:37422834-37424844	chr9:37422806-37424844	inclusion	TRUE	FALSE		0.802518240422006	0.822191995653738	1.96737552317325	-0.0427355178037894	-0.44263883747178	0.658992595754881	0.818825175572389	0.0208156763218562	0.877357273965244	0.0152338016175928	1
GSN	FALSE	FALSE	chr9	+	cassette exon	121300056	121300126	71	coding exon	processed_transcript;protein_coding	chr9:121281563-121300055	chr9:121281563-121301962	inclusion	TRUE	TRUE	0.278247602521032	0.270835590130758	0.298618695197473	2.77831050667153	0.112932233455408	2.15313659964028	0.0336418249821319	0.0939058558479313	-0.087382206767112	0.00882972504211535	-0.0784344704731356	0.136124721976895
GSTM2	FALSE	FALSE	chr1	+	unannotated splice site	109659111	109671583	12473	not an annotated exon	""	chr1:109671584-109693205	chr1:109659111-109693205	skipping	FALSE	FALSE	0.204641589597681	0.195696780688747	0.214492208374266	1.87954276855195	0.114680720961462	1.1913823717078	0.236241581699649	0.414794847372487	-0.0379076957217437	0.72977551125966	-0.0193127347412553	1
GSTM2	FALSE	FALSE	chr1	+	unannotated splice site	109671584	109690564	18981	not an annotated exon	""	chr1:109690565-109693205	chr1:109671584-109693205	inclusion	FALSE	FALSE	0.288585640147095	0.257975788525165	0.286062004462961	2.80862159377963	0.105156922381114	1.01493007567714	0.312517337901962	0.511465230676173	-0.0245006873457173	0.864201202457099	-0.00553074966786987	1
GSTM4	FALSE	FALSE	chr1	+	unannotated splice site	109674747	109693205	18459	not an annotated exon	""	chr1:109671584-109674746	chr1:109671584-109693205	skipping	FALSE	FALSE	0.490888197392903	0.488897187014366	0.492526610400864	0.362942338649791	0.0104691686987542	1.86402523394291	0.0651660803018279	0.157863135500313	-0.00460260966105115	0.343484295654107	-0.00311872942217815	0.844122950101577
GSTM4	FALSE	FALSE	chr1	+	unannotated splice site	109659111	109671583	12473	not an annotated exon	""	chr1:109671584-109674746	chr1:109659111-109674746	skipping	TRUE	FALSE	0.317267107920359	0.284721503874397	0.33486944117719	5.01479373027936	0.18816284230801	1.41442494053037	0.160252983178494	0.315953852631919	-0.0671591718861354	0.639939818267749	-0.0375776923846802	1
GSTM4	FALSE	FALSE	chr1	+	unannotated splice site	109657672	109669371	11700	not an annotated exon	""	chr1:109669372-109669470	chr1:109657672-109669470	skipping	FALSE	FALSE	0.192471746698245	0.23641394886116	0.168566261942221	-6.78476869189393	-0.11174049152623	-1.38378571311239	0.169415525480103	0.330379703072151	0.00999628604822234	0.959959064667841	-0.0131617203326629	1
GSTM4	FALSE	FALSE	chr1	+	unannotated splice site	109657280	109668989	11710	not an annotated exon	""	chr1:109668990-109669289	chr1:109657280-109669289	skipping	FALSE	FALSE	0.484308420713114	0.486341239333745	0.483989871798656	-0.235136753508863	-0.00110016631293266	-0.153044693171289	0.878662454014367	0.973231700552616	-0.0053114242678973	0.405836168446977	-0.0065514945027673	0.549137222982238
GTF2I	FALSE	FALSE	chr7	+	cassette exon	74718879	74718941	63	coding exon	protein_coding;retained_intron	chr7:74718942-74728785	chr7:74716951-74728785	inclusion	TRUE	TRUE	0.383151405332605	0.360134982653868	0.389854989542612	2.97200068887434	0.0960313037874167	2.39267497470396	0.0185378241350486	0.0603899807311307	-0.0126240403332361	0.803023876177493	0.00652376311619007	1
GUK1	FALSE	FALSE	chr1	+	cassette exon	228148371	228148456	86	coding exon	processed_transcript;protein_coding	chr1:228148457-228148664	chr1:228147700-228148664	skipping	TRUE	TRUE	0.0924951383409548	0.0639668811605196	0.10981753798811	4.58506568275906	0.270552345681098	4.95488902060882	2.84951479764908e-06	4.52166663574845e-05	-0.0520722907350944	0.301409388079967	-0.00121445085139339	1
GUK1	FALSE	FALSE	chr1	+	alternative 3' splice site	228146842	228146860	19	coding exon	processed_transcript;protein_coding	chr1:228146068-228146841	chr1:228146068-228146860	skipping	TRUE	FALSE	0.0552754376910492	0.0396259764991134	0.0659899115524389	2.63639350533255	0.201213360577299	3.81590115693568	0.000231748943609077	0.00189922447521559	-0.019179833234501	0.786997649565782	0.0223006321066811	0.91701834432199
HDDC2	FALSE	FALSE	chr6	-	cassette exon	125298714	125298816	103	coding exon	protein_coding	chr6:125298817-125300537	chr6:125292910-125300537	inclusion	TRUE	TRUE	0.419268657435662	0.400359292169469	0.427411119631951	2.7051827462482	0.0278756238909811	0.633023154571739	0.528121489353349	0.717101805735655	-0.00399296207440235	0.983878662274079	0.00150373867345621	1
HDLBP	FALSE	FALSE	chr2	-	cassette exon	241315102	241315292	191	coding exon	protein_coding	chr2:241268542-241315101	chr2:241268542-241315569	inclusion	TRUE	FALSE	0.303071355474977	0.212025230323886	0.346121668000794	13.4096437676909	0.492198117707797	5.40996793381942	4.1182733224827e-07	8.64583183318745e-06	-0.0939777269190055	0.266209078400592	-0.00131434655936216	1
HDLBP	FALSE	FALSE	chr2	-	cassette exon	241272761	241272886	126	coding exon	protein_coding	chr2:241268542-241272760	chr2:241268542-241315569	inclusion	TRUE	FALSE	0.279259618412065	0.258885235004836	0.298008710943495	3.91234759386592	0.0834174146376769	0.941026826847794	0.348892890228199	0.549090569026426	0.0177630749125121	0.89255631335651	0.0397703279633577	0.907169199855509
HIF1A	FALSE	FALSE	chr14	+	alternative 3' splice site	61720379	61720381	3	coding exon	processed_transcript;protein_coding	chr14:61695840-61720378	chr14:61695840-61720381	skipping	TRUE	FALSE		0.732732930390984	0.735503157460994	0.277022707001007	-0.0838284215783309	-0.781783228302929	0.436170834269683	0.626707649916009	0.0252064244213709	0.864201202457099	0.0113154798820234	1
HIF1A	FALSE	FALSE	chr14	+	cassette exon	61745691	61745817	127	coding exon	processed_transcript;protein_coding	chr14:61744814-61745690	chr14:61744814-61746933	skipping	TRUE	TRUE	0.0476173160172554	0.0447138180183485	0.0488234269588658	0.410960894051726	-0.0199641392878565	-0.467103491443543	0.641412456850073	0.805555304928766	0.0647232230585627	0.0173204469074213	0.0723598631402373	0.0768892500279554
HINT1	FALSE	FALSE	chr5	-	alternative 5' splice site	131165060	131165094	35	coding exon	protein_coding	chr5:131162677-131165059	chr5:131162677-131165094	inclusion	TRUE	FALSE	0.0334238864935093	0.037806967353362	0.0248715394894135	-1.29354278639485	-0.203385769001705	-2.43901023238574	0.0164375694219231	0.0550237929172838	0.0376957419672439	0.692825861502882	-0.000807389575927	1
HLA-E	FALSE	FALSE	chr6	+	unannotated splice site	29888743	30490515	601773	not an annotated exon	""	chr6:30490516-30491136	chr6:29888743-30491136	skipping	FALSE	TRUE	0.148031913071076	0.10000667376827	0.193476148694297	9.34694749260275	0.397532473613321	3.12911828724075	0.00228083522295632	0.011806880659474	-0.0597076739446703	0.685374189563761	0.0181632811994183	1
HLA-E	FALSE	FALSE	chr6	+	unannotated splice site	29829694	30491412	661719	not an annotated exon	""	chr6:30491413-30491536	chr6:29829694-30491536	inclusion	FALSE	FALSE		0.847343188668636	0.70907596568475	-13.8267222983886	-0.519388419584741	-2.08553479457852	0.0395165633844265	0.105990403841037	-0.0623910857326773	0.85740388599001	-0.190237139949035	0.686024928078753
HMGA1	FALSE	FALSE	chr6	+	alternative 5' splice site	34240883	34240915	33	coding exon	protein_coding	chr6:34240916-34242711	chr6:34240883-34242711	inclusion	TRUE	FALSE		0.785330128555403	0.814986582824098	2.96564542686948	-0.0577487386079093	-0.701311219910356	0.48472156387903	0.674248686606373	0.030475910453997	0.751645034600265	0.0233116387263318	1
HMGN1	FALSE	FALSE	chr21	-	cassette exon	39345830	39347292	1463	non-coding annotation only	retained_intron	chr21:39345275-39345829	chr21:39345275-39348291	skipping	TRUE	FALSE		0.409107944952676	0.686830882731199	27.7722937778523	0.498502428821151	3.93216345909624	0.000153657674714578	0.00131918664983427	-0.0923462761623847	0.455103805975985	0.00174012011699485	1
HMGN3	FALSE	FALSE	chr6	-	alternative 5' splice site	79202276	79202316	41	coding exon	protein_coding	chr6:79201727-79202275	chr6:79201727-79202316	inclusion	TRUE	FALSE	0.439436130344183	0.443479897375908	0.439360596494597	-0.411930088131018	-0.00462104121442372	-0.117557894832894	0.906646904662759	0.985939725420874	0.0103432297015573	0.845256697310884	0.0112431804939611	1
HNRNPAB	FALSE	FALSE	chr5	+	cassette exon	178210132	178210272	141	coding exon	protein_coding	chr5:178210273-178210552	chr5:178209448-178210552	skipping	TRUE	TRUE	0.205429692122768	0.215443303940777	0.196623518642715	-1.88197852980618	-0.020815518249698	-0.301980512797208	0.763275820709819	0.892824794415407	0.0649190828269851	0.236565297211588	0.0724016686229091	0.449327775415958
HNRNPDL	FALSE	FALSE	chr4	-	cassette exon	82425563	82425667	105	NMD-only exon	nonsense_mediated_decay	chr4:82425668-82426036	chr4:82424884-82426036	inclusion	TRUE	FALSE	0.107183183712278	0.132017388736232	0.0941617734606079	-3.78556152756239	-0.173250548720229	-3.85522010308896	0.000201498046448393	0.00169208606412589	0.0120205834453491	0.854012442237037	-0.0245359951240638	0.846802145998523
HNRNPH3	FALSE	TRUE	chr10	+	alternative 5' splice site	68338643	68338687	45	coding exon	processed_transcript;protein_coding	chr10:68338688-68339139	chr10:68338643-68339139	skipping	TRUE	FALSE	0.253011591300187	0.218331692928001	0.286393751621619	6.80620586936189	0.177213404794065	4.24587591668204	4.780173225707e-05	0.000475967234582403	-0.029026071437711	0.484876974073463	0.00523677155824653	1
HNRNPH3	FALSE	TRUE	chr10	+	cassette exon	68337858	68337996	139	coding exon	processed_transcript;protein_coding	chr10:68337334-68337857	chr10:68337334-68338502	skipping	TRUE	TRUE	0.111872941843577	0.160766271787029	0.0833945548639106	-7.7371716923118	-0.196486484891946	-3.43491063484467	0.000855497129147391	0.00553145577230091	0.0628236782265337	0.171005072611653	0.0305667599160536	0.853966070835217
HNRNPH3	FALSE	TRUE	chr10	+	other	68332217	68332235	19	not an annotated exon	""	chr10:68332236-68337198	chr10:68332217-68337198	inclusion	TRUE	FALSE	0.405880888262827	0.431809066570222	0.383404887363997	-4.84041792062248	-0.049779395308239	-1.62693284261013	0.106806893396906	0.231966079158289	-0.000286718970515419	1	-0.0114901498958733	0.947283790071782
HNRNPUL1	FALSE	FALSE	chr19	+	alternative 3' splice site	41305646	41305675	30	coding exon	protein_coding;retained_intron	chr19:41304262-41305645	chr19:41304262-41305675	inclusion	TRUE	FALSE	0.149207502898136	0.146571638512376	0.138460792605808	-0.81108459065678	0.0509598232865276	0.471610114053273	0.638202587215226	0.80384949881791	-0.0782919115023957	0.418253520925653	-0.081524414533868	0.691535124746916
HSPG2	FALSE	FALSE	chr1	-	cassette exon	21852700	21852832	133	coding exon	protein_coding	chr1:21852833-21852918	chr1:21843439-21852918	inclusion	FALSE	FALSE		0.287053623016219	0.438245043082204	15.1191420065984	0.564220136437927	4.50863663715027	1.76180433431832e-05	0.000205907097629436	-0.0197976885085891	0.94181723490176	0.102647505507762	0.64777709135746
HSPG2	FALSE	FALSE	chr1	-	cassette exon	21851791	21851926	136	coding exon	protein_coding	chr1:21851927-21852918	chr1:21843439-21852918	inclusion	FALSE	TRUE		0.631995510719445	0.486464266547213	-14.5531244172232	-0.480336843818534	-3.82774596949577	0.000224400800242205	0.00184791070611075	-0.0170302713179419	0.95641168112493	-0.127607098939848	0.474131077937937
HSPG2	FALSE	FALSE	chr1	-	cassette exon	21852088	21852233	146	coding exon	protein_coding	chr1:21851927-21852087	chr1:21851927-21852918	skipping	FALSE	FALSE		0.337868321062428	0.291275431447132	-4.65928896152961	-0.0887606476640328	-2.63281914482398	0.00979776700121451	0.0367389256572553	0.0402390808799145	0.106461359346479	0.0279180553006758	0.632324922787646
HSPG2	FALSE	FALSE	chr1	-	cassette exon	21844148	21844299	152	coding exon	protein_coding	chr1:21843439-21844147	chr1:21843439-21852087	skipping	FALSE	TRUE		0.086260516830204	0.0888942813786096	0.263376454840565	0.217585344928574	2.35025028160909	0.0207860908012761	0.0656392709518478	0.0257028867479435	0.837889846895872	0.078256399794836	0.608087013173841
HSPG2	FALSE	FALSE	chr1	-	cassette exon	21888668	21888718	51	coding exon	protein_coding	chr1:21888067-21888667	chr1:21888067-21889980	inclusion	TRUE	TRUE	0.133464670058384	0.112310873074299	0.143451821631482	3.11409485571826	0.119855747623125	1.42283679737465	0.157805160009633	0.313168809964727	-0.00132543570803667	1	0.0252723839728591	0.985187378373503
HSPG2	FALSE	FALSE	chr1	-	cassette exon	21847354	21847492	139	coding exon	protein_coding;retained_intron	chr1:21847493-21847688	chr1:21842381-21847688	skipping	FALSE	FALSE	0.0794003162631672	0.0862765593213041	0.0723013122518496	-1.39752470694544	0.076244259678118	1.005182872671	0.317164406547238	0.515373218665627	-0.0120829965652666	0.933493501441889	0.00273404136182719	1
HSPG2	FALSE	FALSE	chr1	-	cassette exon	21842770	21842921	152	coding exon	protein_coding	chr1:21842381-21842769	chr1:21842381-21847688	skipping	FALSE	FALSE		0.205995428976107	0.0884498756526943	-11.7545553323412	-0.120029158757278	-0.912468555697659	0.363673747068579	0.564001100674984	0.0257032711111306	0.897586392226939	0.00359639092720834	1
HSPG2	FALSE	FALSE	chr1	-	unannotated splice site	21884675	21884677	3	not an annotated exon	""	chr1:21884678-21884766	chr1:21884675-21884766	inclusion	TRUE	FALSE	0.208753031410642	0.221376331153112	0.198792133710563	-2.25841974425491	0.017324782517553	0.259954111772088	0.795418092443842	0.913921829260072	0.00219332635176123	1	0.00648412489748943	1
IDS	FALSE	FALSE	chrX	-	cassette exon	149487131	149487313	183	coding exon	nonsense_mediated_decay;protein_coding	chrX:149487314-149490313	chrX:149487099-149490313	inclusion	TRUE	FALSE	0.151931553127783	0.13718259706999	0.184887190614673	4.77045935446829	0.0747521936225576	0.958094863849281	0.340258448392131	0.537241867679498	-0.0551710636164203	0.432335691738233	-0.0487490530457369	0.790958395735541
IFI16	FALSE	FALSE	chr1	+	cassette exon	159049432	159049599	168	coding exon	protein_coding;retained_intron	chr1:159049600-159051678	chr1:159045465-159051678	inclusion	TRUE	TRUE	0.456703679387936	0.450025657600605	0.464121935342424	1.40962777418189	0.0270180266735809	2.65782210758097	0.00911876220847215	0.0349244485033939	-0.00414619907490377	0.728914463953287	0.00112974628048872	1
IFI16	FALSE	FALSE	chr1	+	cassette exon	159045297	159045464	168	coding exon	protein_coding;retained_intron	chr1:159045465-159051678	chr1:159032692-159051678	skipping	TRUE	TRUE	0.0865926412241284	0.0999486847987906	0.0717561293151529	-2.81925554836377	-0.149910556127944	-2.62423179262583	0.0100048052717671	0.0374327202742352	0.0214878107197504	0.75927318889578	-0.00806987135029166	1
IFITM2	FALSE	FALSE	chr11	+	unannotated splice site	309013	314921	5909	not an annotated exon	""	chr11:308439-309012	chr11:308439-314921	skipping	TRUE	FALSE		0.494972687218685	0.493097879535739	-0.18748076829469	-0.00167742524701097	-0.369667734245119	0.712396455146948	0.857529843978305	-0.000299234606227003	1	-0.000730682974764231	1
IFITM3	FALSE	FALSE	chr11	-	alternative 3' splice site	319986	319990	5	coding exon	processed_transcript;protein_coding;retained_intron	chr11:319991-320564	chr11:319986-320564	skipping	TRUE	FALSE	0.0133387097296401	0.0114001634030177	0.0126924295484385	0.129226614542082	0.0211903562768269	0.423912950115692	0.67251329666117	0.826757759696648	-0.0363775990996101	0.414284980485699	-0.0384367441776249	0.685750082706529
IGFBP3	FALSE	FALSE	chr7	-	unannotated splice site	45915990	45917439	1450	not an annotated exon	""	chr7:45917440-45920737	chr7:45915990-45920737	skipping	FALSE	FALSE	0.0227975574009769	0.0250493933162264	0.0244222945847499	-0.0627098731476452	0.0941065049122603	1.21616596705738	0.22670148755332	0.403568577419474	0.0961787798760836	0.0761034271704599	0.135250070249689	0.070031242102986
IGFBP3	FALSE	FALSE	chr7	-	unannotated splice site	45913639	45913834	196	not an annotated exon	""	chr7:45913835-45914804	chr7:45913639-45914804	skipping	TRUE	TRUE	0.00216953366649387	0.00206426488743037	0.00219415662056985	0.012989173313948	-0.00301249239780313	-0.622947585238968	0.534695838397696	0.723184051445892	0.000617778696377796	0.957466868091158	5.860114176498e-05	1
IKBIP	FALSE	FALSE	chr12	-	cassette exon	98624249	98626766	2518	coding exon	protein_coding	chr12:98626767-98634295	chr12:98614341-98634295	inclusion	TRUE	FALSE	0.485473459635362	0.390135420156161	0.543473966310348	15.3338546154187	0.260887953840288	4.08490770133627	8.73965623434968e-05	0.00081409154091957	-0.0151612373097545	0.874742372435097	0.0404371777609511	0.790958395735541
ILF3	FALSE	FALSE	chr19	+	alternative 3' splice site	10683125	10683136	12	coding exon	protein_coding;retained_intron	chr19:10682705-10683124	chr19:10682705-10683136	skipping	TRUE	FALSE		0.590902972878129	0.634661808155862	4.37588352777335	0.0927420282010657	1.35241527453997	0.179262752008105	0.343742202240697	-0.0097792488384985	0.944599360963861	0.00888239156099425	1
ILK	FALSE	FALSE	chr11	+	cassette exon	6608046	6608211	166	coding exon	nonsense_mediated_decay;protein_coding;retained_intron	chr11:6608212-6608393	chr11:6604361-6608393	skipping	TRUE	TRUE	0.0526112915346348	0.0460279983370325	0.0573466471517067	1.13186488146742	0.0863450776363344	1.13624034172912	0.258492754124108	0.44355895901922	-0.0498967306247862	0.475628551183765	-0.0398913870464972	0.855196191594143
IMMT	FALSE	FALSE	chr2	-	alternative 3' splice site	86171313	86171345	33	coding exon	protein_coding;retained_intron	chr2:86171346-86173649	chr2:86171313-86173649	inclusion	TRUE	FALSE	0.365489049544632	0.36057858055048	0.384819271701573	2.42406911510932	0.125795953457731	2.28242867105185	0.0245194182608596	0.0747897233230346	-0.0447822052231454	0.345828646836278	-0.024983678418245	0.902506498809721
INF2	FALSE	FALSE	chr14	+	cassette exon	104715284	104715340	57	coding exon	nonsense_mediated_decay;protein_coding	chr14:104714857-104715283	chr14:104714857-104718794	skipping	TRUE	FALSE		0.34045075761067	0.554244254946983	21.3793497336314	0.62040596837143	4.51538874432456	1.70090714894297e-05	0.000199475352191553	-0.205805044466217	0.0383463237997526	-0.105234480766893	0.686024928078753
INO80E	FALSE	FALSE	chr16	+	cassette exon	30001212	30001229	18	coding exon	protein_coding	chr16:30001041-30001211	chr16:30001041-30001413	skipping	TRUE	TRUE		0.584886109230612	0.708309087526064	12.3422978295452	0.255675246144253	2.14770219054991	0.0341057997644346	0.0946116027723018	-0.0848571264515198	0.435559528965515	-0.0438684260532728	0.952200057742632
IQCG	FALSE	FALSE	chr3	+	unannotated splice site	197951312	197951328	17	not an annotated exon	""	chr3:197951329-197954002	chr3:197951312-197954002	inclusion	TRUE	FALSE	0.00642436091363277	0.00575638053954786	0.0071794046602462	0.142302412069834	0.0141710599225479	0.471000917337341	0.638636091092612	0.80384949881791	-0.00633851322747988	0.882259826212136	-0.00435021760737042	1
ISOC2	FALSE	FALSE	chr19	-	cassette exon	55455636	55455845	210	coding exon	protein_coding	chr19:55455846-55456348	chr19:55455331-55456348	skipping	TRUE	FALSE	0.278435482677524	0.245738028475416	0.310166167372185	6.44281388967688	0.316995141014116	3.07636129152897	0.00268417082501671	0.0134248014351204	-0.0955814678953358	0.277879681420355	-0.0424607899084853	0.921382924544024
ITGB1	FALSE	FALSE	chr10	-	cassette exon	32906465	32906580	116	coding exon	protein_coding	chr10:32901636-32906464	chr10:32901636-32908367	skipping	TRUE	FALSE		0.645155299686538	0.930601120385111	28.5445820698573	0.494149065586606	2.87431461888615	0.00493748305710689	0.0218082855548318	-0.170881745805166	0.223153971207964	-0.0930943398340098	0.846802145998523
ITGB1	FALSE	FALSE	chr10	-	cassette exon	32953593	32953809	217	coding exon	protein_coding	chr10:32935559-32953592	chr10:32935559-32958144	skipping	TRUE	FALSE		0.768454521856583	0.928454472264147	15.9999950407565	0.311932618479033	2.23060362110805	0.0279195225223061	0.0825411450626581	-0.0898726000209221	0.500159705708498	-0.0368310307229935	1
ITGB1	FALSE	FALSE	chr10	-	cassette exon	32933351	32933583	233	coding exon	protein_coding	chr10:32932601-32933350	chr10:32932601-32935491	inclusion	TRUE	FALSE	0.0133531934373112	0.0209987209264961	0.00993030420417673	-1.10684167223194	-0.0975000448835988	-1.70101475682895	0.0919574151467727	0.206570124778186	0.0264528227315689	0.680546396015288	0.00956310525896801	1
ITGB1BP1	FALSE	FALSE	chr2	-	cassette exon	9407449	9407598	150	coding exon	nonsense_mediated_decay;processed_transcript;protein_coding;retained_intron	chr2:9406906-9407448	chr2:9406906-9408112	skipping	TRUE	TRUE	0.076114394909556	0.0383005082055988	0.0970964095349	5.87959013293013	0.578717860131225	8.74875271226293	4.42507744555389e-14	4.06748334927812e-12	-0.152781567553949	0.00417472189167607	-0.0517400455840894	0.685750082706529
ITGB1BP1	FALSE	FALSE	chr2	-	cassette exon	9419990	9420294	305	coding exon	protein_coding	chr2:9418733-9419989	chr2:9418733-9423372	inclusion	TRUE	FALSE	0.190328225603427	0.254913031499872	0.145516414559403	-10.9396616940469	-0.261761498767411	-3.44246074219747	0.000834382923833313	0.00541552733579599	0.0585626045106349	0.412317219365656	0.0108879691513352	1
ITGB1BP1	FALSE	FALSE	chr2	-	cassette exon	9422479	9423250	772	coding exon	protein_coding	chr2:9418733-9422478	chr2:9418733-9423372	inclusion	TRUE	FALSE	0.328696593805728	0.432969771122233	0.263282929845474	-16.9686841276759	-0.231564892519731	-2.70283659245164	0.00804284051991775	0.0322948059129165	0.00306228069865159	1	-0.0482316837211916	0.83491037968757
ITGB5	FALSE	FALSE	chr3	-	cassette exon	124817621	124817710	90	coding exon	processed_transcript;protein_coding	chr3:124817711-124819738	chr3:124809157-124819738	skipping	TRUE	TRUE	0.0355574831818434	0.0419906059191265	0.032353179164854	-0.963742675427246	-0.146605789888267	-3.13847875668656	0.00221544462014718	0.0115563299894487	0.0705500789768344	0.0262785015871527	0.0509110817096933	0.409302684141482
ITGB5	FALSE	FALSE	chr3	-	cassette exon	124809022	124809156	135	coding exon	processed_transcript;protein_coding	chr3:124809157-124817620	chr3:124796818-124817620	skipping	TRUE	TRUE	0.0447697546308488	0.0395531358773206	0.0472524290699501	0.769929319262955	0.122653358716229	2.6127779326038	0.010324277179804	0.0380421090883136	-0.019827058606547	0.718981040134451	0.00393613528658622	1
JAK1	FALSE	FALSE	chr1	-	unannotated splice site	64877112	64879148	2037	not an annotated exon	""	chr1:64879149-64883276	chr1:64877112-64883276	skipping	FALSE	FALSE	0.177037165550702	0.224697613481843	0.148953342585815	-7.57442708960275	-0.117785408073098	-2.23179248577682	0.0277948142166508	0.0824001858843089	0.0315058099572179	0.549633883024578	0.0110177966643739	1
JOSD2	FALSE	FALSE	chr19	-	cassette exon	50507574	50507699	126	coding exon	protein_coding	chr19:50506573-50507573	chr19:50506573-50510285	skipping	TRUE	TRUE		0.134127722137537	0.185204798270001	5.10770761324641	0.272340718300099	3.46864331971655	0.000775884377745523	0.0050941752291748	-0.0608904639645195	0.404856144971538	-0.011939196563261	1
KARS1	FALSE	FALSE	chr16	-	cassette exon	75644283	75644462	180	coding exon	nonsense_mediated_decay;protein_coding	chr16:75641724-75644282	chr16:75641724-75647577	inclusion	TRUE	FALSE	0.263935731978272	0.279756663112782	0.240125633732739	-3.96310293800435	-0.00520606811493034	-0.0407574355518427	0.967568172092441	1	0.0137037173906477	0.973039865376012	0.0151013047006872	1
KCNK2	FALSE	FALSE	chr1	+	cassette exon	215124633	215124750	118	coding exon	nonsense_mediated_decay;protein_coding	chr1:215086679-215124632	chr1:215086679-215169198	skipping	TRUE	TRUE	0.116634347117246	0.124578299178707	0.10344640985803	-2.11318893206769	-0.217707856623297	-2.47047743336325	0.0151348621809948	0.0523638517574398	0.0200161570931882	0.874574993213875	-0.0250023550162416	1
KCTD10	FALSE	FALSE	chr12	-	alternative 3' splice site	109458079	109458081	3	NMD-only exon	nonsense_mediated_decay	chr12:109458082-109460635	chr12:109458079-109460635	inclusion	TRUE	FALSE	0.27468814999399	0.293409188757594	0.283297255011346	-1.01119337462486	-0.00902089883550914	-0.127892548793491	0.898483376087446	0.983910873542643	-0.0073249002738538	0.977526261187499	-0.010715765518298	1
KCTD2	FALSE	FALSE	chr17	-	unannotated splice site	75040164	75040202	39	not an annotated exon	""	chr17:75040203-75042180	chr17:75040164-75042180	inclusion	TRUE	FALSE	0.267360578802411	0.311036505671233	0.24661596966918	-6.44205360020529	-0.0584273527971758	-3.21141349216531	0.00176256238630473	0.00978296493276409	0.0276242458582203	0.0262664236271228	0.0197053368887174	0.413255410606574
KDM1A	FALSE	FALSE	chr1	+	cassette exon	23044427	23044486	60	coding exon	nonsense_mediated_decay;protein_coding;retained_intron	chr1:23030635-23044426	chr1:23030635-23050386	skipping	TRUE	FALSE	0.45973803734329	0.447417331388263	0.46681060806281	1.93932766745473	0.0574869715168178	0.773187466119969	0.441182250924104	0.631507085603064	0.00490347229617676	1	0.0186969704581667	1
KLC1	FALSE	FALSE	chr14	+	cassette exon	103687081	103687211	131	coding exon	nonsense_mediated_decay;protein_coding	chr14:103687212-103700654	chr14:103679546-103700654	inclusion	TRUE	TRUE	0.349595284599301	0.437624955219444	0.282481030294081	-15.5143924925363	-0.287652733336556	-5.80871003742979	7.06015260370466e-08	1.80538188009019e-06	0.0583657145353675	0.183173176962928	0.00485502101203498	1
